tempo,largura
2.28,1.00548
2.288,0.999508
2.296,0.991
2.304,1.00787
2.312,1.00061
2.32,0.998981
2.328,1.00296
2.336,0.997663
2.344,1.00548
2.352,0.997375
2.36,0.99541
2.368,1.00505
2.376,0.996057
2.384,1.00133
2.392,0.998118
2.4,0.998981
2.408,1.00253
2.416,0.999245
2.424,1.00061
2.432,1.00713
2.44,0.996057
2.448,1.00459
2.456,0.999293
2.464,1.0009
2.472,1.00416
2.48,0.995769
2.488,1.00459
2.496,1.00301
2.504,0.993732
2.512,1.00459
2.52,0.996944
2.528,1.00342
2.536,1.00253
2.544,0.994451
2.552,1.0083
2.56,1.00253
2.568,0.994451
2.576,1.00416
2.584,0.997663
2.592,1.00416
2.6,0.998118
2.608,0.994163
2.616,1.00667
2.624,1.00061
2.632,0.998118
2.64,1.00179
2.648,0.996057
2.656,1.00548
2.664,0.995769
2.672,0.996944
2.68,1.00459
2.688,0.994906
2.696,1.00191
2.704,1.00222
2.712,1.0009
2.72,1.00296
2.728,0.994451
2.736,1.00061
2.744,1.00296
2.752,0.996057
2.76,1.00579
2.768,0.996512
2.776,1.00253
2.784,1.0009
2.792,0.993732
2.8,1.00179
2.808,1.00459
2.816,0.995338
2.824,1.00342
2.832,0.996057
2.84,1.00385
2.848,0.998118
2.856,0.995338
2.864,1.00713
2.872,1.00133
2.88,0.997375
2.888,1.00579
2.896,0.995242
2.904,1.00667
2.912,0.996512
2.92,0.996057
2.928,1.00667
2.936,0.994451
2.944,0.999508
2.952,1.00133
2.96,0.996944
2.968,1.00505
2.976,0.993876
2.984,0.998118
2.992,1.00667
3.0,0.996512
3.008,1.00016
3.016,0.998981
3.024,1.00016
3.032,1.00179
3.04,0.994451
3.048,1.00253
3.056,1.00222
3.064,0.996249
3.072,1.00296
3.08,0.994451
3.088,1.00179
3.096,0.999724
3.104,0.99215
3.112,1.00416
3.12,1.00253
3.128,0.998118
3.136,1.00342
3.144,0.996944
3.152,1.0038
3.16,0.999293
3.168,0.992581
3.176,1.00459
3.184,0.998118
3.192,0.99855
3.2,1.00416
3.208,0.996057
3.216,1.00579
3.224,0.996057
3.232,0.996057
3.24,1.00459
3.248,0.997375
3.256,0.998981
3.264,1.0009
3.272,0.995338
3.28,1.00505
3.288,0.993732
3.296,1.00253
3.304,1.00385
3.312,1.01207
3.32,1.0083
3.328,1.00459
3.336,1.00713
3.344,1.00787
3.352,0.995769
3.36,1.00622
3.368,1.00605
3.376,0.998118
3.384,1.0009
3.392,1.00016
3.4,1.00416
3.408,1.00016
3.416,0.99203
3.424,1.01041
3.432,1.00037
3.44,1.00222
3.448,1.00459
3.456,0.998981
3.464,1.00787
3.472,0.997375
3.48,0.996608
3.488,1.00466
3.496,0.996057
3.504,1.00296
3.512,1.00133
3.52,0.997663
3.528,1.00713
3.536,0.994906
3.544,1.00253
3.552,1.00459
3.56,0.995242
3.568,1.00061
3.576,0.997375
3.584,0.997663
3.592,1.00253
3.6,0.992869
3.608,1.00222
3.616,1.0009
3.624,0.994906
3.632,1.00061
3.64,0.996512
3.648,1.00061
3.656,1.00133
3.664,0.99215
3.672,1.00579
3.68,0.998118
3.688,0.996512
3.696,1.00385
3.704,0.996177
3.712,1.0031
3.72,0.999724
3.728,0.991263
3.736,1.0078
3.744,0.99855
3.752,1.00222
3.76,1.0009
3.768,0.996512
3.776,1.00459
3.784,0.996512
3.792,0.998118
3.8,1.00907
3.808,0.996944
3.816,1.00253
3.824,0.999293
3.832,0.99855
3.84,1.00622
3.848,0.994906
3.856,1.00028
3.864,1.00181
3.872,0.996369
3.88,1.00548
3.888,0.998118
3.896,1.00171
3.904,1.00466
3.912,0.992869
3.92,1.00037
3.928,1.0033
3.936,0.996608
3.944,1.00179
3.952,0.998981
