tempo, vel
10.152026, -0.165861
10.160027, -0.168138
10.168027, -0.181225
10.176027, -0.185252
10.184028, -0.194623
10.192028, -0.207183
10.200028, -0.211353
10.208029, -0.222858
10.216029, -0.226573
10.224030, -0.238174
10.232030, -0.245628
10.240030, -0.255024
10.248031, -0.261040
10.256031, -0.264947
10.264031, -0.272305
10.272032, -0.280287
10.280032, -0.290186
10.288033, -0.300564
10.296033, -0.305741
10.304033, -0.318996
10.312034, -0.327744
10.320034, -0.338985
10.328034, -0.340735
10.336035, -0.347206
10.344035, -0.355595
10.352036, -0.363265
10.360036, -0.370887
10.368036, -0.382344
10.376037, -0.389990
10.384037, -0.395527
10.392037, -0.403173
10.400038, -0.412281
10.408038, -0.422300
10.416039, -0.433852
10.424039, -0.440540
10.432039, -0.442193
10.440040, -0.448761
10.448040, -0.454921
10.456040, -0.466114
10.464041, -0.480423
10.472041, -0.489339
10.480042, -0.493654
10.488042, -0.497513
10.496042, -0.504224
10.504043, -0.518126
10.512043, -0.525220
10.520043, -0.533106
10.528044, -0.539625
10.536044, -0.549404
10.544044, -0.564456
10.552045, -0.567596
10.560045, -0.567189
10.568046, -0.578071
10.576046, -0.587682
10.584046, -0.598612
10.592047, -0.604484
10.600047, -0.612393
10.608047, -0.612873
10.616048, -0.631472
10.624048, -0.634876
10.632049, -0.644152
10.640049, -0.650072
10.648049, -0.665939
10.656050, -0.665076
10.664050, -0.673801
10.672050, -0.679529
10.680051, -0.697793
10.688051, -0.701676
10.696052, -0.709178
10.704052, -0.714715
10.712052, -0.726148
10.720053, -0.727873
10.728053, -0.740409
10.736053, -0.757211
10.744054, -0.753975
10.752054, -0.760806
10.760055, -0.771448
10.768055, -0.785518
10.776055, -0.787555
10.784056, -0.789616
10.792056, -0.805531
10.800056, -0.810684
10.808057, -0.820535
10.816057, -0.837337
10.824058, -0.833383
10.832058, -0.840238
10.840058, -0.857663
10.848059, -0.861450
10.856059, -0.864278
10.864059, -0.878587
10.872060, -0.882182
10.880060, -0.890811
10.888061, -0.907565
10.896061, -0.903634
10.904061, -0.912263
10.912062, -0.927794
10.920062, -0.945531
10.928062, -0.926620
10.936063, -0.948934
10.944063, -0.956029
10.952064, -0.981124
10.960064, -0.977601
10.968064, -0.983113
10.976065, -0.998118
10.984065, -1.000610
10.992065, -1.004158
11.000066, -1.017364
11.008066, -1.022110
11.016067, -1.038792
11.024067, -1.035796
11.032067, -1.040422
11.040068, -1.061155
11.048068, -1.060867
11.056068, -1.068321
11.064069, -1.075248
11.072069, -1.086753
11.080070, -1.095837
11.088070, -1.098689
11.096070, -1.115659
11.104071, -1.115659
11.112071, -1.127811
11.120071, -1.132221
11.128072, -1.143558
11.136072, -1.150653
11.144073, -1.150317
11.152073, -1.170403
11.160073, -1.168989
11.168074, -1.179990
11.176074, -1.192286
11.184074, -1.200675
11.192075, -1.201874
11.200075, -1.212372
11.208076, -1.221480
11.216076, -1.228455
11.224076, -1.235094
11.232077, -1.245832
11.240077, -1.252231
11.248077, -1.253406
11.256078, -1.272652
11.264078, -1.276871
11.272079, -1.281976
11.280079, -1.292139
11.288079, -1.305705
11.296080, -1.299113
11.304080, -1.322267
11.312080, -1.324688
11.320081, -1.331926
11.328081, -1.342185
11.336082, -1.350861
11.344082, -1.352108
11.352082, -1.367112
11.360083, -1.374854
11.368083, -1.377179
11.376083, -1.394580
11.384084, -1.393022
11.392084, -1.409536
11.400084, -1.409177
11.408085, -1.421089
11.416085, -1.431779
11.424086, -1.438754
11.432086, -1.438370
11.440086, -1.457305
11.448087, -1.463010
11.456087, -1.467324
11.464087, -1.481729
11.472088, -1.479931
11.480088, -1.500041
11.488089, -1.496662
11.496089, -1.507471
11.504089, -1.522595
11.512090, -1.518305
11.520090, -1.538007
11.528090, -1.538007
11.536091, -1.544215
11.544091, -1.556822
11.552092, -1.558212
11.560092, -1.575158
11.568092, -1.579353
11.576093, -1.582636
11.584093, -1.598719
11.592093, -1.596802
11.600094, -1.617103
11.608094, -1.596802
11.616095, -1.587334
11.624095, -1.585441
11.632095, -1.566865
11.640096, -1.570077
11.648096, -1.557230
11.656096, -1.543783
11.664097, -1.545845
11.672097, -1.524848
11.680098, -1.528731
11.688098, -1.511474
11.696098, -1.502989
11.704099, -1.505937
11.712099, -1.482185
11.720099, -1.482640
11.728100, -1.470967
11.736100, -1.463873
11.744101, -1.462554
11.752101, -1.446064
11.760101, -1.438754
11.768102, -1.434511
11.776102, -1.426506
11.784102, -1.419004
11.792103, -1.416942
11.800103, -1.396569
11.808104, -1.400188
11.816104, -1.383075
11.824104, -1.376028
11.832105, -1.370755
11.840105, -1.359083
11.848105, -1.351053
11.856106, -1.347530
11.864106, -1.332837
11.872107, -1.326989
11.880107, -1.323370
11.888107, -1.307359
11.896108, -1.304291
11.904108, -1.297556
11.912108, -1.283606
11.920109, -1.278141
11.928109, -1.275193
11.936110, -1.259086
11.944110, -1.257936
11.952110, -1.248588
11.960111, -1.236676
11.968111, -1.231738
11.976111, -1.223038
11.984112, -1.218460
11.992112, -1.207051
12.000113, -1.203408
12.008113, -1.191831
12.016113, -1.187205
12.024114, -1.178816
12.032114, -1.174334
12.040114, -1.154032
12.048115, -1.157939
12.056115, -1.148280
12.064116, -1.132892
12.072116, -1.129321
12.080116, -1.121675
12.088117, -1.121675
12.096117, -1.096724
12.104117, -1.103124
12.112118, -1.090588
12.120118, -1.075440
12.128119, -1.075032
12.136119, -1.064630
12.144119, -1.063312
12.152120, -1.043682
12.160120, -1.041333
12.168120, -1.037546
12.176121, -1.024099
12.184121, -1.016741
12.192122, -1.007106
12.200122, -1.002768
12.208122, -0.994451
12.216123, -0.978703
12.224123, -0.984647
12.232123, -0.970722
12.240124, -0.957491
12.248124, -0.953584
12.256124, -0.940953
12.264125, -0.935704
12.272125, -0.935536
12.280126, -0.914971
12.288126, -0.916649
12.296126, -0.906319
12.304127, -0.894382
12.312127, -0.889301
12.320127, -0.879809
12.328128, -0.871924
12.336128, -0.872020
12.344129, -0.853852
12.352129, -0.844983
12.360129, -0.848051
12.368130, -0.833982
12.376130, -0.825569
12.384130, -0.813393
12.392131, -0.807712
12.400131, -0.800138
12.408132, -0.796471
12.416132, -0.791222
12.424132, -0.772167
12.432133, -0.765072
12.440133, -0.763083
12.448133, -0.755245
12.456134, -0.743237
12.464134, -0.736382
12.472135, -0.730606
12.480135, -0.719365
12.488135, -0.711575
12.496136, -0.709106
12.504136, -0.697529
12.512136, -0.683436
12.520137, -0.682357
12.528137, -0.677827
12.536138, -0.665076
12.544138, -0.656088
12.552138, -0.646165
12.560139, -0.639166
12.568139, -0.631185
12.576139, -0.626703
12.584140, -0.624785
12.592140, -0.623371
12.600141, -0.614503
12.608141, -0.607600
12.616141, -0.605802
12.624142, -0.609397
12.632142, -0.601680
12.640142, -0.596335
12.648143, -0.589096
12.656143, -0.588137
12.664144, -0.587682
12.672144, -0.577543
12.680144, -0.577543
12.688145, -0.573373
12.696145, -0.574308
12.704145, -0.562227
12.712146, -0.557242
12.720146, -0.555756
12.728147, -0.555492
12.736147, -0.552281
12.744147, -0.545450
12.752148, -0.540680
12.760148, -0.530709
12.768148, -0.532315
12.776149, -0.532315
12.784149, -0.523135
12.792150, -0.522104
12.800150, -0.516256
12.808150, -0.519036
12.816151, -0.512253
12.824151, -0.501372
12.832151, -0.496218
12.840152, -0.494373
12.848152, -0.496674
12.856153, -0.491616
12.864153, -0.492288
12.872153, -0.480663
12.880154, -0.478314
12.888154, -0.475414
12.896154, -0.467121
12.904155, -0.466521
12.912155, -0.460218
12.920156, -0.461033
12.928156, -0.454130
12.936156, -0.454921
12.944157, -0.450463
12.952157, -0.440707
12.960157, -0.435578
12.968158, -0.432630
12.976158, -0.429994
12.984159, -0.432103
12.992159, -0.427764
13.000159, -0.417794
13.008160, -0.413407
13.016160, -0.409357
13.024160, -0.402574
13.032161, -0.401663
13.040161, -0.396102
13.048162, -0.387138
13.056162, -0.386515
13.064162, -0.385244
13.072163, -0.384190
13.080163, -0.382680
13.088163, -0.378845
13.096164, -0.373764
13.104164, -0.359574
13.112164, -0.357585
13.120165, -0.352575
13.128165, -0.352575
13.136166, -0.350298
13.144166, -0.349843
13.152166, -0.346703
13.160167, -0.336469
13.168167, -0.332202
13.176167, -0.328487
13.184168, -0.323550
13.192168, -0.315592
13.200169, -0.317006
13.208169, -0.318013
13.216169, -0.307611
13.224170, -0.304327
13.232170, -0.301978
13.240170, -0.298670
13.248171, -0.292582
13.256171, -0.291863
13.264172, -0.283450
13.272172, -0.282755
13.280172, -0.281868
13.288173, -0.276787
13.296173, -0.267152
13.304173, -0.263293
13.312174, -0.258188
13.320174, -0.252291
13.328175, -0.253730
13.336175, -0.246299
13.344175, -0.245269
13.352176, -0.243926
13.360176, -0.246731
13.368176, -0.236257
13.376177, -0.236257
13.384177, -0.225854
13.392178, -0.222451
13.400178, -0.219407
13.408178, -0.214613
13.416179, -0.208213
13.424179, -0.206440
13.432179, -0.194312
13.440180, -0.197571
13.448180, -0.192203
13.456181, -0.193665
13.464181, -0.181345
13.472181, -0.183502
13.480182, -0.175233
13.488182, -0.173339
13.496182, -0.169912
13.504183, -0.163704
13.512183, -0.162218
13.520184, -0.156945
13.528184, -0.154404
13.536184, -0.153733
13.544185, -0.145081
13.552185, -0.137387
13.560185, -0.138561
13.568186, -0.133360
13.576186, -0.131299
13.584187, -0.126145
13.592187, -0.123533
13.600187, -0.116414
13.608188, -0.114760
13.616188, -0.108361
13.624188, -0.105053
13.632189, -0.097383
13.640189, -0.095466
13.648190, -0.088970
13.656190, -0.087772
13.664190, -0.082091
13.672191, -0.077513
13.680191, -0.076291
13.688191, -0.073055
13.696192, -0.070587
13.704192, -0.067710
13.712193, -0.060448
13.720193, -0.056805
13.728193, -0.054360
13.736194, -0.052155
13.744194, -0.046187
13.752194, -0.040650
13.760195, -0.039068
13.768195, -0.033028
13.776196, -0.030463
13.784196, -0.023800
13.792196, -0.023441
13.800197, -0.016993
13.808197, -0.015867
13.816197, -0.010785
13.824198, -0.008868
13.832198, -0.004458
13.840199, 0.000695
13.848199, 0.012104
13.856199, 0.006159
13.864200, 0.003499
13.872200, 0.002444
13.880200, 0.001869
13.888201, 0.001510
13.896201, 0.001270
13.904202, 0.001102
13.912202, 0.000958
13.920202, 0.000862
13.928203, 0.000766
13.936203, 0.000695
13.944203, 0.000647
13.952204, 0.000599
13.960204, 0.000551
13.968204, 0.000527
13.976205, 0.000479
13.984205, 0.000455
13.992206, 0.000431
14.000206, 0.000407
14.008206, 0.000383
14.016207, 0.000359
14.024207, 0.000359
14.032207, 0.000335
14.040208, 0.000311
14.048208, 0.000311
14.056209, 0.000287
14.064209, 0.000287
14.072209, 0.000263
14.080210, 0.000263
14.088210, 0.000263
14.096210, 0.000239
14.104211, 0.000239
14.112211, 0.000239
14.120212, 0.000215
14.128212, 0.000215
14.136212, 0.000215
14.144213, 0.000215
14.152213, 0.000191
14.160213, 0.000191
14.168214, 0.000191
14.176214, 0.000191
14.184215, 0.000167
14.192215, 0.000167
14.200215, 0.000167
14.208216, 0.000167
14.216216, 0.000167
14.224216, 0.000167
14.232217, 0.000143
14.240217, 0.000143
14.248218, 0.000143
14.256218, 0.000143
14.264218, 0.000143
14.272219, 0.000143
14.280219, 0.000143
14.288219, 0.000143
14.296220, 0.000143
14.304220, 0.000119
14.312221, 0.000119
14.320221, 0.000119
14.328221, 0.000119
14.336222, 0.000119
14.344222, 0.000119
14.352222, -0.000023
14.360223, -0.000023
14.368223, -0.003115
14.376224, -0.003115
14.384224, -0.003115
14.392224, -0.002684
14.400225, -0.001989
14.408225, -0.001989
14.416225, -0.001989
14.424226, -0.001989
14.432226, -0.001989
14.440227, -0.001605
14.448227, -0.001342
14.456227, -0.001150
14.464228, -0.001006
14.472228, -0.000886
14.480228, -0.000790
14.488229, -0.000719
14.496229, -0.000671
14.504230, -0.000599
14.512230, -0.000575
14.520230, -0.000527
14.528231, -0.000503
14.536231, -0.000455
14.544231, -0.000431
14.552232, -0.000407
14.560232, -0.000383
14.568233, -0.000383
14.576233, -0.000359
14.584233, -0.000335
14.592234, -0.000335
14.600234, -0.000311
14.608234, -0.000287
14.616235, -0.000287
14.624235, -0.000287
14.632236, -0.000263
14.640236, -0.000263
14.648236, -0.000239
14.656237, -0.000239
14.664237, -0.000239
14.672237, -0.000215
14.680238, -0.000215
14.688238, -0.000215
14.696239, -0.000215
14.704239, -0.000191
14.712239, -0.000191
14.720240, -0.000191
14.728240, -0.000191
14.736240, -0.000191
14.744241, -0.000167
14.752241, -0.000167
14.760242, -0.000167
14.768242, -0.000167
14.776242, -0.000167
14.784243, -0.000167
14.792243, -0.000143
14.800243, -0.000143
14.808244, -0.000143
14.816244, -0.000143
14.824244, -0.000143
14.832245, -0.000143
14.840245, -0.000143
14.848246, -0.000143
14.856246, -0.000119
14.864246, -0.000119
14.872247, -0.000119
14.880247, -0.000119
14.888247, -0.000119
14.896248, -0.000119
14.904248, -0.000119
14.912249, -0.000119
14.920249, -0.000119
14.928249, -0.000119
14.936250, -0.000119
14.944250, -0.000095
14.952250, -0.000095
14.960251, -0.000095
14.968251, -0.000095
14.976252, -0.000095
14.984252, -0.000095
14.992252, -0.000095
15.000253, -0.000095
15.008253, -0.000095
15.016253, -0.000095
15.024254, -0.000095
15.032254, -0.000095
15.040255, -0.000095
15.048255, -0.000095
15.056255, -0.000095
15.064256, -0.000095
15.072256, -0.000095
15.080256, -0.000071
15.088257, -0.000071
15.096257, -0.000071
15.104258, -0.000071
15.112258, -0.000071
15.120258, -0.000071
15.128259, -0.000071
15.136259, -0.000071
15.144259, -0.000071
15.152260, -0.000071
15.160260, -0.000071
15.168261, -0.000071
15.176261, -0.000071
15.184261, -0.000071
15.192262, -0.000071
15.200262, -0.000071
15.208262, -0.000071
15.216263, -0.000071
15.224263, -0.000071
15.232264, -0.000071
15.240264, -0.000071
15.248264, -0.000071
15.256265, -0.000071
15.264265, -0.000071
15.272265, -0.000071
15.280266, -0.000071
15.288266, -0.000071
15.296267, -0.000071
15.304267, -0.000047
15.312267, -0.000047
15.320268, -0.000047
15.328268, -0.000047
15.336268, -0.000047
15.344269, -0.000047
15.352269, -0.000047
15.360270, -0.000047
15.368270, -0.000047
15.376270, -0.000047
15.384271, -0.000047
15.392271, -0.000047
15.400271, -0.000047
15.408272, -0.000047
15.416272, -0.000047
15.424273, -0.000047
15.432273, -0.000047
15.440273, -0.000047
15.448274, -0.000047
15.456274, -0.000047
15.464274, -0.000047
15.472275, -0.000047
15.480275, -0.000047
15.488276, -0.000047
15.496276, -0.000047
15.504276, -0.000047
15.512277, -0.000047
15.520277, -0.000047
15.528277, -0.000047
15.536278, -0.000047
15.544278, -0.000047
15.552279, -0.000047
15.560279, -0.000047
15.568279, -0.000047
15.576280, -0.000047
15.584280, -0.000047
15.592280, -0.000047
15.600281, -0.000047
15.608281, -0.000047
15.616282, -0.000047
15.624282, -0.000047
15.632282, -0.000047
15.640283, -0.000047
15.648283, -0.000047
15.656283, -0.000047
15.664284, -0.000047
15.672284, -0.000047
15.680285, -0.000047
15.688285, -0.000047
15.696285, -0.000047
15.704286, -0.000047
15.712286, -0.000047
15.720286, -0.000047
15.728287, -0.000047
15.736287, -0.000047
15.744287, -0.000047
15.752288, -0.000047
15.760288, -0.000023
15.768289, -0.000023
15.776289, -0.000023
15.784289, -0.000023
15.792290, -0.000023
15.800290, -0.000023
15.808290, -0.000023
15.816291, -0.000023
15.824291, -0.000023
15.832292, -0.000023
15.840292, -0.000023
15.848292, -0.000023
15.856293, -0.000023
15.864293, -0.000023
15.872293, -0.000023
15.880294, -0.000023
15.888294, -0.000023
15.896295, -0.000023
15.904295, -0.000023
15.912295, -0.000023
15.920296, -0.000023
15.928296, -0.000023
15.936296, -0.000023
15.944297, -0.000023
15.952297, -0.000023
15.960298, -0.000023
15.968298, -0.000023
15.976298, -0.000023
15.984299, -0.000023
15.992299, -0.000023
16.000299, -0.000023
16.008299, -0.000023
16.016298, -0.000023
16.024298, -0.000023
16.032297, -0.000023
16.040297, -0.000023
16.048296, -0.000023
16.056295, -0.000023
16.064295, -0.000023
16.072294, -0.000023
16.080294, -0.000023
16.088293, -0.000023
16.096292, -0.000023
16.104292, -0.000023
16.112291, -0.000023
16.120291, -0.000023
16.128290, -0.000023
16.136290, -0.000023
16.144289, -0.000023
16.152288, -0.000023
16.160288, -0.000023
16.168287, -0.000023
16.176287, -0.000023
16.184286, -0.000023
16.192286, -0.000023
16.200285, -0.000023
16.208284, -0.000023
16.216284, -0.000023
16.224283, -0.000023
16.232283, -0.000023
16.240282, -0.000023
16.248281, -0.000023
16.256281, -0.000023
16.264280, -0.000023
16.272280, -0.000023
16.280279, -0.000023
16.288279, -0.000023
16.296278, -0.000023
16.304277, -0.000023
16.312277, -0.000023
16.320276, -0.000023
16.328276, -0.000023
16.336275, -0.000023
16.344275, -0.000023
16.352274, -0.000023
16.360273, -0.000023
16.368273, -0.000023
16.376272, -0.000023
16.384272, -0.000023
16.392271, -0.000023
16.400270, -0.000023
16.408270, -0.000023
16.416269, -0.000023
1
