tempo, vel
8.903968, 1.086226
8.911968, 1.078220
8.919969, 1.064247
8.927969, 1.064630
8.935969, 1.047589
8.943970, 1.046869
8.951970, 1.031865
8.959970, 1.027503
8.967971, 1.022398
8.975971, 1.007130
8.983972, 1.006579
8.991972, 0.992869
8.999972, 0.988315
9.007973, 0.980525
9.015973, 0.965736
9.023973, 0.966503
9.031974, 0.956700
9.039974, 0.941720
9.047975, 0.946010
9.055975, 0.930599
9.063975, 0.921778
9.071976, 0.914540
9.079976, 0.906726
9.087976, 0.898625
9.095977, 0.894502
9.103977, 0.880600
9.111978, 0.874105
9.119978, 0.871444
9.127978, 0.855529
9.135979, 0.853516
9.143979, 0.844001
9.151979, 0.844792
9.159980, 0.831345
9.167980, 0.825832
9.175981, 0.814903
9.183981, 0.801864
9.191981, 0.786932
9.199982, 0.796471
9.207982, 0.775882
9.215982, 0.779597
9.223983, 0.764761
9.231983, 0.751746
9.239984, 0.750116
9.247984, 0.743573
9.255984, 0.733051
9.263985, 0.717759
9.271985, 0.716728
9.279985, 0.706709
9.287986, 0.695780
9.295986, 0.690722
9.303987, 0.684754
9.311987, 0.675239
9.319987, 0.661673
9.327988, 0.660666
9.335988, 0.653116
9.343988, 0.646165
9.351989, 0.632910
9.359989, 0.628428
9.367990, 0.620111
9.375990, 0.611315
9.383990, 0.598612
9.391991, 0.594034
9.399991, 0.592044
9.407991, 0.579269
9.415992, 0.567189
9.423992, 0.560190
9.431993, 0.557338
9.439993, 0.546984
9.447993, 0.542406
9.455994, 0.532842
9.463994, 0.519276
9.471994, 0.516759
9.479995, 0.510288
9.487995, 0.500509
9.495996, 0.490706
9.503996, 0.478074
9.511996, 0.476708
9.519997, 0.469182
9.527997, 0.459834
9.535997, 0.447994
9.543998, 0.438167
9.551998, 0.430521
9.559999, 0.427165
9.567999, 0.421101
9.575999, 0.413887
9.584000, 0.402574
9.592000, 0.396534
9.600000, 0.385580
9.608001, 0.379468
9.616001, 0.374818
9.624002, 0.366405
9.632002, 0.353990
9.640002, 0.344834
9.648003, 0.335989
9.656003, 0.329254
9.664003, 0.323981
9.672004, 0.315592
9.680004, 0.310319
9.688004, 0.299030
9.696005, 0.292343
9.704005, 0.281078
9.712006, 0.275709
9.720006, 0.262598
9.728006, 0.259122
9.736007, 0.251572
9.744007, 0.245796
9.752007, 0.238102
9.760008, 0.229066
9.768008, 0.220701
9.776009, 0.212791
9.784009, 0.205481
9.792009, 0.193473
9.800010, 0.187505
9.808010, 0.176120
9.816010, 0.169576
9.824011, 0.161235
9.832011, 0.153805
9.840012, 0.147142
9.848012, 0.137914
9.856012, 0.130316
9.864013, 0.122718
9.872013, 0.115048
9.880013, 0.107762
9.888014, 0.102153
9.896014, 0.090768
9.904015, 0.082667
9.912015, 0.076938
9.920015, 0.065385
9.928016, 0.056685
9.936016, 0.048560
9.944016, 0.041297
9.952017, 0.033364
9.960017, 0.024304
9.968018, 0.020924
9.976018, 0.012703
9.984018, 0.006471
9.992019, 0.003451
10.000019, -0.039643
10.008019, -0.024855
10.016020, -0.041393
10.024020, -0.038109
10.032021, -0.047409
10.040021, -0.053281
10.048021, -0.056829
10.056022, -0.065481
10.064022, -0.073103
10.072022, -0.078304
10.080023, -0.086741
10.088023, -0.094579
10.096024, -0.104598
10.104024, -0.117589
10.112024, -0.122430
10.120025, -0.132329
10.128025, -0.142396
10.136025, -0.145919
10.144026, -0.158623
